ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen
-1986415078,KujangSangata,"RT @PROREPUBLIK: Hrsnya PDIP capreskan ybs ""@despar54: 10 Lembg Survey: Capres Jokowi Suara 60%! 11 Capres Konvensi PD dibawah 2% @andesh_  ",8/31/2013 1:44,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1
153989811,Amin_Aww031,@aburizalbakrie .suara golkar suara rakyat.kembalikan kejayaan parti penguaasa orde baru..hidup golkar.presiden ARB.,8/31/2013 2:26,Aburizal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1
700073202,WIROSaBles,"kalah jauh ya""@Iwan1341@despar54: 10 Lembg Survey: Capres Jokowi Suara 60%! 11 Capres Konvensi PD dibawah @"" 2% @herilatief @andi_hp""",8/31/2013 2:26,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",--------- :love_ :love----------,0
826698996,Presiden2014com,RT @Amin_Aww031: @aburizalbakrie .suara golkar suara rakyat.kembalikan kejayaan parti penguaasa orde baru..hidup golkar.presiden ARB.,8/31/2013 2:32,Aburizal,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,1
1075386664,KholidMusyaddad,"@kompascom Saya percaya dengan integritas Beliau.. saya mendukung Mahfud MD jadi presiden.. (Jokowi, Dahlan Iskan, Mahfud MD org2 HEBAT)",8/31/2013 2:58,Jokowi,web,,1
-1819022289,JokowiPres,"RT @WIROSaBles: kalah jauh ya""@Iwan1341@despar54: 10 Lembg Survey: Capres Jokowi Suara 60%! 11 Capres Konvensi PD dibawah @"" 2% @herilatief ",8/31/2013 2:59,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
-830968343,aksha_vedia,"RT @KholidMusyaddad: @kompascom Saya percaya dengan integritas Beliau.. saya mendukung Mahfud MD jadi presiden.. (Jokowi, Dahlan Iskan, Mah ",8/31/2013 3:11,Jokowi,"<a href=""http://twitter.com/b0wtj4h"" rel=""nofollow"">bow_rt</a>",Paris Van Java,1
-1159472114,bayuendah,Kalo Golkar kan udh punya capres Aburizal ya. Tapi suara buat dia ga naik2 di survei. Urusin Lapindo dulu aja kali ga Pak?,8/31/2013 3:21,Aburizal,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Jakarta,-1
-1141062846,Soehendri80,"@sammyfish13 @Caleg_Bersih @jokowi_do2 @AmorBeracun @andrinof_a_ch Ri1=Rakyat , Ri2=Presiden Jokowi dodo",8/31/2013 3:21,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jabodetabek,1
-1735954430,Caleg_Bersih,"RT @Soehendri80: @sammyfish13 @Caleg_Bersih @jokowi_do2 @AmorBeracun @andrinof_a_ch Ri1=Rakyat , Ri2=Presiden Jokowi dodo",8/31/2013 3:46,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1
-455010698,junjung_12,"Haha, nan rancak ko capres jokowi-anis baswedan, JK-Jokowi, iko menurut den mah ""@davilubis:",8/31/2013 4:05,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Medan, North Sumatera",0
-428382874,MolluscaPW,#AyoTebak Apa nama kabinet di bawah presiden Megawati ?,8/31/2013 4:10,Megawati,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,0
684170852,KujangSangata,"RT @junjung_12: Haha, nan rancak ko capres jokowi-anis baswedan, JK-Jokowi, iko menurut den mah ""@davilubis:",8/31/2013 4:39,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
-450654319,Politikhangat,WIN-HT kolaborasi generasi muda & senior: Pasangan Calon Presiden Wiranto dan Calon Wakil Presiden Hary ,8/31/2013 7:42,Wiranto,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,0
881594517,wirantoRI,RT @Politikhangat: WIN-HT kolaborasi generasi muda & senior: Pasangan Calon Presiden Wiranto dan Calon Wakil Presiden Hary ,8/31/2013 7:52,Wiranto,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
-542693032,Yanri_Yanri,"Kalo bu Presiden Megawati dulu kuliah di Unpad, tapi nggak kelar sarjana.",8/31/2013 9:29,Megawati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jambi,0
-573857230,Davit_lumpen,"@wjb__ kalo Jokowi jadi presiden prabowo jadi mentri pemberdayaan wanita, wiranto jadi mentri agama",8/31/2013 12:23,Prabowo,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Indonesia,1
-1642906345,bupifahmi,presiden @jokowi_do2 gubernur @ganjarpranowo walikota @hendrarprihadi wakilrakyat @JuliariBatubara #pdiperjuangan #jateng cc @pramonoanung,8/31/2013 12:23,Jokowi,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",,0
1864460343,jendralajaib,"RT @Davit_lumpen: @wjb__ kalo Jokowi jadi presiden prabowo jadi mentri pemberdayaan wanita, wiranto jadi mentri agama",8/31/2013 12:37,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Disana Disini Disitu,1
-610092720,UlanOktavia_,Ini Visi Misi Anies Baswedan Jika Jadi Presiden  DAHLAN TOLOL,8/31/2013 13:33,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1
272481929,ari_kur,"Baru nyampe rumah trus liat trans tv. Loh kok itu ada calon presiden, ARB lg joged2 gk jelas diatas podium :)) Eh yp bukan ketang. Mirip hha",8/31/2013 13:36,Aburizal,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",parijs van java,-1
2018413681,IsranNoorid,"RT @ari_kur: Baru nyampe rumah trus liat trans tv. Loh kok itu ada calon presiden, ARB lg joged2 gk jelas diatas podium :)) Eh yp bukan ket ",8/31/2013 13:48,Aburizal,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,-1
1755027669,Politikhangat,Wiranto - HT pasangan capres lintas generasi: Pasangan Calon Presiden Wiranto dan Calon Wakil Presiden Hary ,8/31/2013 15:44,Wiranto,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Indonesia,0
1698592219,EmikoLewczyk,RT @Politikhangat: Wiranto - HT pasangan capres lintas generasi: Pasangan Calon Presiden Wiranto dan Calon Wakil Presiden Hary ,8/31/2013 15:53,Wiranto,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",jakarta,0
1473712600,immankdbugies,"Klo bahas kemungkinan duet capres JK-JKW,gmn can?? RT@TrioMacan2000: Bahas apa enaknya malam ini ?""",8/31/2013 16:15,JK,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,1
-1670192355,tom_dhyika,"Isu Capres Jokowi, Politik Pecah Belah PDI-P ?: Tanpa mengurangi rasa hormat kepada Jokowi and his lover, terkait aspirasi kencang untuk...",8/31/2013 18:05,Jokowi,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Indonesia,0
-857030220,KujangSangata,"RT @tom_dhyika: Isu Capres Jokowi, Politik Pecah Belah PDI-P ?: Tanpa mengurangi rasa hormat kepada Jokowi and his lover, terkait aspirasi  ",8/31/2013 18:20,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
-1614403550,SBYudhoyono,Kunjungan Presiden SBY ke Polandia adlh kunjungan Presiden RI ke-tiga setelah kunjungan Presiden Soekarno (1959) & Presiden Megawati (2003),9/1/2013 0:34,Megawati,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0
-892029603,venturacaca,RT @SBYudhoyono: Kunjungan Presiden SBY ke Polandia adlh kunjungan Presiden RI ke-tiga setelah kunjungan Presiden Soekarno (1959) & Preside…,9/1/2013 0:42,Megawati,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",indonesia,0
-214947206,despar54,Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @Nadrezdbanks @Him_NK @satriopanilih  @herilatief @PROREPUBLIK @masbedjo,9/1/2013 3:30,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
-534331013,Him_NK,Bukannya IBAS? @despar54 Edi Pramono: Rival berat sy cm Capres Dahlan & Anis @Nadrezdbanks @satriopanilih @herilatief @PROREPUBLIK @masbedjo,9/1/2013 3:31,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jepara Indonesia,0
-1968807145,despar54,Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @harunburniat @hen_p_astoro @boyke_bond @eddies_song @stone_cobain @iwands71,9/1/2013 3:31,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
1698984895,despar54,Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @AjaAzwar @Him_NK @bertus_Aryadavi @dedenbasuki  @KodratArief @kolo_ijo @caszt,9/1/2013 3:32,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
-612831942,Sunarwidjaja,"Coba saya ngikut? ""@despar54: Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @AjaAzwar @Him_NK @bertus_Aryadavi @dedenbasuki """,9/1/2013 3:33,Dahlan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ÜT: -6.2746756,106.7451751",0
1896840177,despar54,Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @AndyDmas @eddiewijaya26 @OnaldArt @EdoDanu @kolo_ijo @kalamanaya @SantiYustika,9/1/2013 3:33,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
2111903232,despar54,Rmol: Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @marail_zutsyi @AjaAzwar @Dick_name @jadulfe78 @alankomar_ @WIROSaBles,9/1/2013 3:34,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
734228616,despar54,Rmol: Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @KISSMIYANTO @bertus_Aryadavi @r3tmono @dakipah @azqhavakhrian,9/1/2013 3:36,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
-1317798702,despar54,"RT @marail_zutsyi: Kptsan di tgn beye koq @Sunarwidjaja: Coba saya ngikut? ""Re: Edi P: Rival berat sy Capres Dahlan & Anis Basw @AjaAzwar",9/1/2013 3:38,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
717689017,Sunarwidjaja,"RT @despar54: RT @marail_zutsyi: Kptsan di tgn beye koq @Sunarwidjaja: Coba saya ngikut? ""Re: Edi P: Rival berat sy Capres Dahlan & Anis Ba…",9/1/2013 3:39,Dahlan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ÜT: -6.2746756,106.7451751",0
-724093963,monodsugardo,(4) Diawal kebijakan menggilir jabatan ini tepatnya saat era reformasi Presiden Megawati menjelang akhir jabatannya tahun 2004,9/1/2013 3:56,Megawati,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Bumi Allah SWT,0
263117368,apgan93,"@jokowi_do2 kumaha pak edi? :) ""@despar54: Rmol: Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @KISSMIYANTO @bertus_Aryadavi""",9/1/2013 3:57,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Rangkas,0
103017995,bintangmangkauk,@TrioMacan2000 Jokowi belom layak dunk jd Presiden??? Jokowi ikut kampanye dibeberapa Pilkada ngk effect.,9/1/2013 4:43,Jokowi,web,"Makassar - Jakarta, Indonesia.",-1
-178353526,marail_zutsyi,RT @despar54: Rmol: Edi Pramono: Rival berat saya cuma Capres Dahlan & Anis Basw @marail_zutsyi @AjaAzwar @Dick_name @jadulfe78 @alankomar_…,9/1/2013 5:44,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Palembang south sumatera,0
1705373971,TrioMacan2000,"Kampanye utk dirinya sendiri ..munafik? Aji mumpung? Ga etis? ""@bintangmangkauk: blm layak Presiden. Jokowi ikut kampanye dibeberapa Pilkada",9/1/2013 5:53,Jokowi,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",Nowhere but everywhere,-1
414135868,Pilkada_Pilkada,"RT @TrioMacan2000: Kampanye utk dirinya sendiri ..munafik? Aji mumpung? Ga etis? ""@bintangmangkauk: blm layak Presiden. Jokowi ikut kampany...",9/1/2013 6:14,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",kotak suara,-1
-581771744,burunghantu1913,"RT @TrioMacan2000: Kampanye utk dirinya sendiri ..munafik? Aji mumpung? Ga etis? ""@bintangmangkauk: blm layak Presiden. Jokowi ikut kampany...",9/1/2013 6:15,Jokowi,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>",,-1
165959987,s_ayyubi,Gatau kenapa. Gue gasuka sm capres aburizal bakrie.,9/1/2013 6:16,Aburizal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",In Hardcase.,-1
308660247,Imjustdoney,"Presiden: Jokowi, Wapres: Ahok, Gubernur DKI: Risma. nah Bupati Sidoarjo: ARB",9/1/2013 8:04,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",endonesiah,0
-1955992516,Jokowi_do2014,"RT @Imjustdoney: Presiden: Jokowi, Wapres: Ahok, Gubernur DKI: Risma. nah Bupati Sidoarjo: ARB",9/1/2013 8:05,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Kolong Langit,0
1101550179,Presiden2014com,"RT @bullshit789: Hahaha ""@Imjustdoney: Presiden: Jokowi, Wapres: Ahok, Gubernur DKI: Risma. nah Bupati Sidoarjo: ARB""",9/1/2013 9:32,Jokowi,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,0
-509818184,YudArmandha,Wacana wacana akan pasangan capres JK - Jokowi mudah mudahan menjadi kenyataan!!! Aamiin ya allah,9/1/2013 11:42,JK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Island in the Moon,1
1970640697,Ronnie_Rusli,"Dalam politik semua ilmu silat dikeluarkan spt JK yg bawa Jokowi, JK yg rekomen ke Mega, JK Capres/Jokowi Cawapres, JK bs jd Capres PDIP2014",9/1/2013 11:44,Jokowi,web,| contact:081384619995|,0
-77718658,KujangSangata,RT @YudArmandha: Wacana wacana akan pasangan capres JK - Jokowi mudah mudahan menjadi kenyataan!!! Aamiin ya allah,9/1/2013 12:13,JK,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1
1405585437,KujangSangata,"RT @Ronnie_Rusli: Dalam politik semua ilmu silat dikeluarkan spt JK yg bawa Jokowi, JK yg rekomen ke Mega, JK Capres/Jokowi Cawapres, JK bs…",9/1/2013 12:13,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
436562375,PKA_VI,"berselang 16 tahun, Aceh kembali menjajikan Pekan Kebudayaan Aceh IV pada tahun 2004 yg dibuka oleh Presiden Megawati #AcehCultureFest",9/1/2013 14:07,Megawati,web,"Banda Aceh, Indonesia",0
-1441596042,RedhaSatria,"RT @PKA_VI: berselang 16 tahun, Aceh kembali menjajikan Pekan Kebudayaan Aceh IV pada tahun 2004 yg dibuka oleh Presiden Megawati #AcehCult…",9/1/2013 14:10,Megawati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Meulaboh - Banda Aceh,0
482436656,AndyRWijaya,"Jk yg bawa jokowi? @Ronnie_Rusli: Dalam politik semua ilmu silat dikeluarkan spt JK yg bawa Jokowi, JK yg rekomen ke Mega, JK Capres/Jokowi",9/1/2013 14:24,Jokowi,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Sragen-Karanganyar-Wonogiri,0
-791176077,tommyats,@PRFMnews presiden Prabowo dengan wakil Sutiyoso . Prabowo mempunyai ketangguhan dan ketegasan. Sutiyoso penopang untuk Prabowo,9/1/2013 15:47,Prabowo,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","�T: -6.9055375,107.6051448",1
217574562,Soehendri80,"@MPI_Community @Caleg_Bersih @Akualesia88 @jokowi_do2 Ri1=Rakyat,Tanpa Rakyat negara tdk ada , Ri2=presiden=Jokowi presiden 2014",9/1/2013 18:14,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jabodetabek,1
1008280047,MPI_Community,"RT @Soehendri80: @MPI_Community @Caleg_Bersih @Akualesia88 @jokowi_do2 Ri1=Rakyat,Tanpa Rakyat negara tdk ada , Ri2=presiden=Jokowi preside...",9/1/2013 18:16,Jokowi,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",INDONESIA RAYA,1
-1085190965,despar54,Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @herilatief @KalongMbengi @andi_hpattera @Handoko_SHD @atok_ito @tbayupatti,9/1/2013 18:19,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,-1
-283989379,despar54,Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @satriopanilih @Khoiri_yay45 @aldonaren @RandenJoe @MyBesar @agensemesta @masbedjo,9/1/2013 18:21,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,-1
-2109298311,despar54,Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @AtapMiring @GalihKusuma @MandryGary  @bangadlin @LellyKustiandi @danieelst,9/1/2013 18:29,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,-1
416046270,Caleg_Bersih,"RT @Soehendri80: @MPI_Community @Caleg_Bersih @Akualesia88 @jokowi_do2 Ri1=Rakyat,Tanpa Rakyat negara tdk ada , Ri2=presiden=Jokowi preside...",9/1/2013 18:58,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1
851991733,JokowiPres,RT @despar54: Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @satriopanilih @Khoiri_yay45 @aldonaren @RandenJoe @MyBesar @agensem...,9/1/2013 19:20,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1
513844534,JokowiPres,RT @despar54: Ruhut TimSes Edi Pramono Yakin Unggul Atas Capres Jokowi @herilatief @KalongMbengi @andi_hpattera @Handoko_SHD @atok_ito @tba...,9/1/2013 19:20,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1
1069043880,Politikcerdas,Apakah Capres @jokowi_do2 Vs @iskan_dahlan bisa menjadi saingan terkuat? ato ada Capres lain yg bs mengalahkan 2 Kandidat tsb.? #sharing,9/2/2013 5:17,Jokowi,web,didalam sebuah pemikiran,0
588022258,Ansye_Sopacua,"Semoga ibu Mega rela gak maju capres lagi, dan Jokowi didukung maju. Jokowi Capres, JK Cawapres? ini diannounce, that'd be my happy day",9/2/2013 5:42,JK,web,"Dili, Timor Lorosae",1
524416402,IndoWishes,"RT @Ansye_Sopacua: Semoga ibu Mega rela gak maju capres lagi, dan Jokowi didukung maju. Jokowi Capres, JK Cawapres? ini diannounce, that'd ...",9/2/2013 5:43,JK,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",* Land of hope and dreams,1
620829311,JokowiPres,RT @Politikcerdas: Apakah Capres @jokowi_do2 Vs @iskan_dahlan bisa menjadi saingan terkuat? ato ada Capres lain yg bs mengalahkan 2 Kandida…,9/2/2013 5:47,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,0
-101241734,bimawirawan07,RT @LPMEureka: yaitu pada tanggal 12 Novermber 2003 saat peringatan hari Aksara sedunia ke 38 Presiden Megawati Soekarno Putri #aksara,9/2/2013 6:01,Megawati,web,Banyuwangi-Solo,0
170284167,eduard28391086,bpk @jr_saragih  yg sy hormati.bukti sy ini.yg diberikan kpd bapak presiden soeharto pd tahun 1984 & ibu wakil presiden megawati pd thn 2000,9/2/2013 6:36,Megawati,web,LOKASI HARTA KARUN,0
-335512813,yudittama,nasi nasi apa yang nyalonin jadi presiden? aburizal nasi.. hahaha XD,9/2/2013 7:20,Aburizal,web,south sumatera,-1
-2003045712,fenlifu,"Gak cck aah...""@tutihand_: ratna sarumpaet pantas jadi presiden @jokowi_do2 @Jokowi_Basuki""",9/2/2013 7:20,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","jakarta, indonesia",0
595060779,fransiskasherly,"XD ""@yudittama: nasi nasi apa yang nyalonin jadi presiden? aburizal nasi.. hahaha XD""",9/2/2013 7:38,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Batam - Palembang,-1
1172447645,despar54,Koalisi Parpol Islam usung Capres Dahlan Iskan @a_basatin @AndyDmas @masbedjo @eddiewijaya26 @JoeMutalake @SamuelKoto @Independen2013,9/2/2013 8:08,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",Jakarta,0
-307205910,RadioElshinta,Mantan wakil presiden Jusuf Kalla mengaku tidak ada hambatan serius bagi dirinya untuk duet dengan Jokowi pada Pilpres 2014 mendatang.,9/2/2013 8:12,JK,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","ÜT: -6.187385,106.733011",0
-663323490,Presiden2014com,RT @RadioElshinta: Mantan wakil presiden Jusuf Kalla mengaku tidak ada hambatan serius bagi dirinya untuk duet dengan Jokowi pada Pilpres 2…,9/2/2013 8:19,JK,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,0
1187680130,hamzahirman,"Setelah masa reformasi berlangsung, Pramono terpilih menjadi Ajudan Presiden Megawati Soekarno Putri pada tahun 2001.",9/2/2013 9:43,Megawati,web,,0
989057523,koarjohan,"anies uda ke PD tau kan RT @JatiAndrianto: Jokowi-Anies Baswedan ""@Bisniscom: Bursa Capres: Prabowo-JK, Prabowo-Jokowi, atau Jokowi-JK?",9/2/2013 9:58,Prabowo,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",emper toko,0
-609938122,goniktama,DEMI NKRI  mari kita satukan  JOKOWI capres ~ DAHLAN ISKAN cawapres at sebaliknya sama aj...INDONESIA pasti  JAYA...dan menguasai DUNIA...,9/2/2013 10:46,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Ok,1
-150930332,ediroberto1,"Agak sedikit bs diraba,kandidat capres Dahlan ,Jokowi, Prabowo,ARB/JK.Seru nan berkwalitas.Bangsa di tngn mereka",9/2/2013 11:04,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,1
220561564,imaniarkoe,"RT @ediroberto1: Agak sedikit bs diraba,kandidat capres Dahlan ,Jokowi, Prabowo,ARB/JK.Seru nan berkwalitas.Bangsa di tngn mereka",9/2/2013 11:11,Dahlan,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Makassar, Indonesia",1
-875680849,GoIndonesia4,RT @goniktama: DEMI NKRI  mari kita satukan  JOKOWI capres ~ DAHLAN ISKAN cawapres at sebaliknya sama aj...INDONESIA pasti  JAYA...dan meng...,9/2/2013 11:14,Dahlan,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",INDONESIA,1
229974349,akmaller,"Soal Jokowi dan PDI-P, JK: Kemungkinan yang Baik Itu Harus: Mantan Wakil Presiden Jusuf Kalla melihat kemungkinan untuk berduet dengan…",9/2/2013 12:06,JK,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Watan Soppeng,0
1393994164,cerutu_merah,"@sudjiwotedjo pak presiden, ARB yg sering ngiklan di TV One itu siapa sih??",9/2/2013 13:22,Aburizal,web,Jakarta,0
-1534975882,TuitIndonesia,"#TuitIndonesia Jadi Calon Presiden, Prabowo Dijegal Koruptor #Indonesia #Tuit",9/2/2013 14:29,Prabowo,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Media Indonesia,-1
-678460790,KepoJatibening,"RT @TuitIndonesia: #TuitIndonesia Jadi Calon Presiden, Prabowo Dijegal Koruptor #Indonesia #Tuit",9/2/2013 14:34,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1
1114325620,ephaprasdhika,Wadoh pak itu udh dr jaman presiden megawati RT @DramerSexy: <----- lagi nunggu kabar katanya luis Figo mau pindah dari Barce ke Madrid,9/2/2013 14:35,Megawati,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ÜT: -6.23674,106.890555",0
1978880638,BeritaKabar,"Jadi Calon Presiden, Prabowo Dijegal Koruptor #Berita #Kabar",9/2/2013 14:39,Prabowo,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,-1
-80207612,DramerSexy,RT @ephaprasdhika: Wadoh pak itu udh dr jaman presiden megawati RT @DramerSexy: <----- lagi nunggu kabar katanya luis Figo mau pindah dari …,9/2/2013 14:42,Megawati,web,Bandung,0
2065745501,WartaTerupdate,"Jadi Calon Presiden, Prabowo Dijegal Koruptor",9/2/2013 14:44,Prabowo,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia Tercinta,-1
909539899,ShamMoriggan,"Jadi Calon Presiden, Prabowo Dijegal Koruptor",9/2/2013 14:50,Prabowo,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Purwokerto,-1
2065745501,WartaTerupdate,"Jadi Calon Presiden, Prabowo Dijegal Koruptor",9/2/2013 14:50,Prabowo,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia Tercinta,-1
313195168,ShamWPS,"Jadi Calon Presiden, Prabowo Dijegal Koruptor",9/2/2013 14:50,Prabowo,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Purwokerto Kota Mendoan,-1
1810744741,IsranNoorid,"RT @TuitIndonesia: #TuitIndonesia Jadi Calon Presiden, Prabowo Dijegal Koruptor #Indonesia #Tuit",9/2/2013 15:27,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,-1
